event_id,lane_id,start_time_s,end_time_s,duration_s,max_vehicle_count,y_m,type,dataset_source,source_file,vehicle_id,min_acc_ms2
10,4,1113437235.7,1113437246.9,11.200000047683716,4.0,39.33956920783485,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
11,5,1113436840.7,1113436856.0,15.299999952316284,4.0,326.4463513485465,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
12,5,1113437345.6,1113437358.9,13.300000190734863,4.0,244.93344774382348,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
13,5,1113437378.2,1113437393.3,15.099999904632568,5.0,107.5205956250291,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
14,5,1113437526.1,1113437532.1,6.0,4.0,419.3494982469947,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
15,2,1113436920.7,1113436940.1,19.399999856948853,4.0,407.4099357424791,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
16,2,1113436953.0,1113436995.2,42.200000047683716,4.0,187.42148327408606,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
17,2,1113437087.1,1113437119.4,32.30000019073486,4.0,190.57668998648563,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
18,2,1113437157.6,1113437188.2,30.600000143051147,5.0,380.46572175152875,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
19,2,1113437326.9,1113437358.6,31.699999809265137,5.0,297.05820200955554,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
20,2,1113437491.6,1113437498.0,6.400000095367432,5.0,360.0476194999907,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
21,2,1113437508.6,1113437525.5,16.90000009536743,5.0,443.9329725279555,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
22,3,1113437461.3,1113437467.6,6.299999952316284,4.0,424.4883040947909,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
23,6,1113436898.7,1113436922.6,23.899999856948853,4.0,182.33573069818465,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
24,6,1113437041.9,1113437063.4,21.5,5.0,352.78397379515957,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
25,6,1113437136.1,1113437149.0,12.900000095367432,4.0,83.1181463202359,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
26,7,1113437083.9,1113437102.2,18.299999952316284,5.0,156.686546014096,queue,ngsim_i-80_0500pm-0515pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0500pm-0515pm\trajectories-0500-0515.csv,,
27,3,1113437711.4,1113437727.6,16.199999809265137,5.0,164.01335262126128,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
28,4,1113437589.6,1113437609.1,19.5,5.0,41.96864589756517,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
29,4,1113437790.2,1113437813.3,23.09999990463257,4.0,30.5252213160135,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
30,5,1113437679.4,1113437703.4,24.0,4.0,143.38998537810176,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
31,5,1113437913.4,1113437923.1,9.699999809265137,4.0,39.046895362987186,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
32,6,1113437772.4,1113437800.6,28.199999809265137,4.0,133.53045352173132,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
33,6,1113437935.0,1113437960.7,25.700000047683716,3.0,154.3005782013184,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
34,7,1113437646.6,1113437666.8,20.200000047683716,4.0,153.5851969999258,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
35,7,1113437697.6,1113437707.2,9.600000143051147,4.0,119.88141729205998,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
36,2,1113438066.6,1113438085.8,19.200000047683716,4.0,105.1217474220348,queue,ngsim_i-80_0515pm-0530pm,data\raw\ngsim\I-80\vehicle-trajectory-data\0515pm-0530pm\trajectories-0515-0530.csv,,
37,1,1118847110.8,1118847125.3,14.5,4.0,19.5560742817167,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
38,1,1118847233.2,1118847252.7,19.5,4.0,172.7806326663394,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
39,1,1118847359.5,1118847380.3,20.799999952316284,4.0,167.0113119462008,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
40,1,1118847494.9,1118847504.1,9.199999809265137,5.0,24.457389372673653,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
41,1,1118847572.8,1118847608.3,35.5,4.0,105.61731611901428,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
42,1,1118847689.3,1118847743.8,54.5,5.0,24.854074095015246,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
43,1,1118847749.3,1118847777.7,28.40000009536743,4.0,503.02322886105065,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
44,5,1118847765.5,1118847789.8,24.299999952316284,4.0,374.55045113595565,queue,ngsim_us-101_0750am-0805am,data\raw\ngsim\US-101\vehicle-trajectory-data\0750am-0805am\trajectories-0750am-0805am.csv,,
45,1,1118847856.9,1118847869.5,12.599999904632568,4.0,32.224079405073894,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
46,1,1118848130.3,1118848143.7,13.400000095367432,5.0,169.94157603986363,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
47,1,1118848193.3,1118848283.1,89.79999995231628,5.0,29.06988874337296,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
48,1,1118848463.0,1118848480.7,17.700000047683716,4.0,208.14054295962012,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
49,1,1118848564.2,1118848574.8,10.599999904632568,4.0,416.8045437840678,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
50,2,1118848052.3,1118848070.2,17.90000009536743,4.0,608.9986831561072,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
51,3,1118848092.4,1118848099.9,7.5,4.0,331.63327957082777,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
52,3,1118848110.0,1118848129.7,19.700000047683716,4.0,203.56295045894092,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
53,3,1118848238.7,1118848264.5,25.799999952316284,5.0,37.794463587826755,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
54,5,1118848131.4,1118848163.3,31.899999856948853,5.0,509.3010754630551,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
55,5,1118848199.3,1118848218.4,19.100000143051147,4.0,213.41036666057528,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
56,5,1118848238.4,1118848250.8,12.399999856948853,5.0,38.026792726338904,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
57,4,1118848176.5,1118848200.8,24.299999952316284,5.0,331.4256739464055,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
58,4,1118848237.5,1118848249.9,12.400000095367432,4.0,33.35148408610137,queue,ngsim_us-101_0805am-0820am,data\raw\ngsim\US-101\vehicle-trajectory-data\0805am-0820am\trajectories-0805am-0820am.csv,,
59,4,1118849084.1,1118849097.7,13.600000143051147,3.0,534.5869494391704,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
60,4,1118849287.9,1118849300.3,12.399999856948853,5.0,552.074201885673,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
61,4,1118849426.8,1118849435.2,8.400000095367432,4.0,413.2193956793577,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
62,1,1118848891.7,1118848909.9,18.200000047683716,4.0,559.7360307213127,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
63,1,1118848973.5,1118848993.4,19.90000009536743,4.0,134.98540256990103,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
64,1,1118849106.9,1118849144.8,37.89999985694885,5.0,202.92308937071354,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
65,1,1118849194.7,1118849222.0,27.299999952316284,4.0,30.727360439186864,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
66,2,1118849277.8,1118849308.2,30.40000009536743,5.0,520.4543597334649,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
67,2,1118849358.5,1118849371.8,13.299999952316284,4.0,199.85695875854105,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
68,2,1118849433.7,1118849445.6,11.899999856948853,5.0,444.2142777253718,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
69,3,1118848967.0,1118848978.9,11.900000095367432,5.0,216.88945120285456,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
70,3,1118849130.3,1118849149.8,19.5,5.0,157.95681904919974,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
71,3,1118849165.4,1118849173.0,7.599999904632568,4.0,41.625891203706374,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
72,3,1118849281.5,1118849294.8,13.299999952316284,5.0,601.4533909467173,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
73,3,1118849396.3,1118849438.1,41.799999952316284,4.0,439.04818856445513,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
74,5,1118848917.2,1118848926.6,9.399999856948853,4.0,256.120087258604,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
75,5,1118848978.7,1118848998.1,19.399999856948853,4.0,30.65060561452905,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
76,5,1118849373.7,1118849387.2,13.5,4.0,117.83095518361256,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
77,5,1118849401.6,1118849414.2,12.600000143051147,4.0,587.802574250634,queue,ngsim_us-101_0820am-0835am,data\raw\ngsim\US-101\vehicle-trajectory-data\0820am-0835am\trajectories-0820am-0835am.csv,,
78,10,55.288575,69.86981,14.581235,5.0,5026466.514031149,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
79,10,359.258952,386.085756,26.82680399999998,6.0,5026441.636821441,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
80,10,621.721191,632.331792,10.610600999999974,5.0,5026474.3141523795,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
81,4,2.5025,22.589237,20.086737,9.0,5026649.30042848,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
82,4,160.99419,209.209031,48.21484100000001,8.0,5026292.024652864,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
83,4,327.026748,338.137849,11.11110100000002,9.0,5026662.234192706,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
84,4,376.642988,407.540526,30.897537999999997,10.0,5026514.181607015,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
85,4,422.155128,432.16513,10.010001999999986,4.0,5026465.900737407,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
86,4,443.776732,463.930201,20.15346900000003,9.0,5026633.3335620165,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
87,4,585.084585,621.020491,35.935906000000045,9.0,5026527.084833854,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
88,4,775.174513,818.684653,43.51013999999998,9.0,5026389.348559146,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
89,4,826.158787,836.702656,10.543869000000086,4.0,5026309.780765785,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
90,5,37.837806,106.139382,68.301576,8.0,5026553.850062106,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
91,5,119.452684,139.205754,19.753070000000008,5.0,5026405.516777554,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
92,5,522.655543,635.134593,112.47905000000003,9.0,5026493.209176362,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
93,3,81.748345,109.542783,27.794438,7.0,5026640.756832008,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
94,21,150.717255,160.527057,9.809802000000019,4.0,5026591.265013004,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
95,6,645.811928,692.224968,46.413040000000024,6.0,5026355.699999999,queue,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,,
96,1,33.666972,34.868172,1.2012,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,18.0,-13.850325
97,6,48.982274,49.482774,0.5005000000000024,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,19.0,-5.9051375
98,3,46.880174,47.71434,0.8341660000000033,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,21.0,-6.7626375
99,2,47.547507,48.21484,0.6673329999999993,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,22.0,-7.3482875
100,1,39.272572,40.874173,1.6016010000000023,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,24.0,-11.331646666666668
101,3,40.807439,41.541506,0.734066999999996,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,27.0,-12.203799999999998
102,3,48.581874,49.049007,0.467133000000004,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,28.0,-6.5680375
103,3,35.168472,36.036005,0.8675330000000017,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,33.0,-20.922137499999998
104,3,39.506139,40.373673,0.8675339999999991,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,34.0,-19.8387375
105,3,45.745707,46.379673,0.6339659999999938,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,37.0,-7.935112499999999
106,2,45.71234,46.21284,0.5005000000000024,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,39.0,-6.7037125
107,1,42.776073,43.543506,0.767433000000004,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,40.0,-19.4019625
108,6,32.198838,33.133105,0.9342669999999984,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,44.0,-7.118219999999999
109,4,79.712978,80.346945,0.6339669999999984,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,47.0,-8.4926
110,3,42.742706,43.877173,1.1344670000000008,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,49.0,-8.29432
111,5,73.673611,74.174111,0.5005000000000024,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,50.0,-6.8304
112,6,42.375673,43.143106,0.767433000000004,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,55.0,-10.24595
113,4,18.685336,19.252569,0.5672330000000017,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,56.0,-4.1903266666666665
114,4,83.817079,84.517779,0.7006999999999977,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,56.0,-8.4329
115,1,47.247207,47.881174,0.6339669999999984,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,59.0,-9.408212500000001
116,1,35.702339,36.202839,0.5004999999999953,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,61.0,-6.815687499999999
117,3,18.885536,19.85317,0.9676340000000003,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,64.0,-17.0735125
118,4,91.091013,91.691613,0.6006,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,66.0,-6.727100000000001
119,4,27.861171,29.262571,1.4014000000000024,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,69.0,-4.7503866666666665
120,2,24.090737,24.691337,0.6006,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,72.0,-7.831525000000001
121,2,19.85317,20.987636,1.1344659999999998,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,74.0,-7.841746666666666
122,2,25.55887,26.359671,0.8008009999999999,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,77.0,-14.39585
123,1,28.661971,29.529504,0.8675329999999981,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,81.0,-14.0256375
124,2,30.797438,31.698338,0.9009,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,82.0,-5.462526666666666
125,3,24.324304,25.191837,0.8675329999999981,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,84.0,-15.731137499999999
126,3,27.594237,28.194837,0.6006,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,85.0,-9.525387499999999
127,2,32.665971,33.199838,0.5338670000000008,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,86.0,-8.502425
128,6,64.497776,64.998276,0.5005000000000024,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,88.0,-6.599337499999999
129,7,53.086374,53.820441,0.7340670000000031,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,91.0,-19.123512499999997
130,4,26.726704,27.260571,0.5338669999999972,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,92.0,-4.17106
131,4,28.161471,28.862171,0.7007000000000012,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,92.0,-4.7326999999999995
132,4,94.12738,94.861447,0.734066999999996,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,92.0,-5.068873333333333
133,4,28.261571,29.029004,0.7674330000000005,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,94.0,-5.037226666666666
134,3,11.444768,12.178835,0.7340669999999996,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,95.0,-9.676525
135,5,76.743345,77.343945,0.6006,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,96.0,-8.7159125
136,4,29.295938,30.330304,1.0343660000000021,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,97.0,-4.701473333333333
137,6,58.525142,59.993275,1.4681329999999946,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,99.0,-9.401133333333332
138,2,17.751069,18.518503,0.767433999999998,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,102.0,-21.84395
139,3,14.347669,15.015002,0.6673330000000011,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,108.0,-9.515475
140,3,3.169834,4.004001,0.8341669999999999,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,110.0,-8.0459625
141,3,6.673334,7.507501,0.8341670000000008,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,111.0,-15.00255
142,1,12.045368,13.013002,0.9676340000000003,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,112.0,-17.2863125
143,1,15.081736,16.516502,1.4347659999999998,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,114.0,-8.732806666666667
144,1,5.638967,6.840168,1.2012010000000002,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,116.0,-6.734413333333333
145,2,54.654608,55.555508,0.9009,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,118.0,-5.84336
146,2,6.673334,7.340668,0.6673340000000003,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,120.0,-12.6285875
147,3,8.341668,9.175835,0.834166999999999,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,122.0,-29.06125
148,3,5.071734,6.006001,0.9342670000000002,,,hard_brake,mitra_t4,data\raw\mitra\Data_T4\T4_DAll.csv,123.0,-6.816986666666666
